Time (seconds),X-Force,Y-Force,Z-Force,AbsoluteForce
56.36,80,64,-960,965
56.38,96,48,-992,997
56.41,112,48,-960,967
56.43,128,48,-976,985
56.45,128,32,-992,1000
56.48,112,64,-992,1000
56.50,96,48,-976,981
56.55,112,48,-992,999
56.57,112,48,-976,983
56.59,112,48,-960,967
56.62,112,48,-992,999
56.64,144,64,-960,972
56.67,128,80,-960,971
56.69,128,32,-1008,1016
56.71,112,64,-992,1000
56.74,112,48,-960,967
56.76,96,64,-976,982
56.79,96,64,-976,982
56.83,112,48,-976,983
56.85,128,64,-992,1002
56.88,112,64,-976,984
56.90,112,48,-992,999
56.93,112,48,-976,983
56.95,112,48,-976,983
56.97,96,48,-976,981
57.00,96,64,-960,966
57.02,112,48,-976,983
57.05,112,32,-992,998
57.07,112,48,-976,983
57.09,96,64,-960,966
57.14,112,64,-960,968
57.16,112,64,-976,984
57.19,128,64,-960,970
57.21,112,48,-976,983
57.24,112,48,-976,983
57.26,112,48,-976,983
57.29,128,64,-976,986
57.31,112,48,-992,999
57.33,112,48,-960,967
57.36,112,48,-992,999
57.38,112,64,-976,984
57.41,112,32,-960,967
57.45,96,48,-976,981
57.47,96,48,-976,981
57.50,112,32,-976,982
57.52,128,64,-976,986
57.55,96,48,-992,997
57.57,128,48,-992,1001
57.59,144,48,-976,987
57.62,128,64,-960,970
57.64,112,80,-976,985
57.67,128,64,-976,986
57.69,128,48,-960,969
57.73,112,48,-960,967
57.76,128,64,-976,986
57.78,112,48,-976,983
57.81,128,48,-976,985
57.83,128,64,-976,986
57.86,96,64,-960,966
57.88,128,48,-976,985
57.91,112,48,-976,983
57.93,112,64,-960,968
57.95,112,48,-976,983
57.98,112,64,-992,1000
58.00,96,64,-976,982
58.05,112,48,-976,983
58.07,96,64,-992,998
58.09,112,48,-976,983
58.12,96,48,-992,997
58.14,128,48,-976,985
58.17,112,64,-976,984
58.19,112,64,-976,984
58.21,128,48,-976,985
58.24,112,32,-992,998
58.26,80,80,-976,982
58.29,112,48,-976,983
58.31,112,64,-976,984
58.35,112,48,-976,983
58.38,112,64,-992,1000
58.40,112,64,-976,984
58.43,128,48,-976,985
58.45,112,48,-976,983
58.48,112,64,-976,984
58.50,112,48,-976,983
58.53,112,48,-976,983
58.55,128,48,-1008,1017
58.57,128,64,-960,970
58.60,112,32,-976,982
58.64,96,48,-976,981
58.67,112,64,-976,984
58.69,128,48,-992,1001
58.71,112,64,-976,984
58.74,112,64,-992,1000
58.76,96,64,-992,998
58.79,112,48,-976,983
58.81,96,64,-976,982
58.83,112,64,-992,1000
58.86,96,48,-976,981
58.88,112,64,-976,984
58.91,96,48,-976,981
58.95,128,48,-960,969
58.97,128,48,-960,969
59.00,112,48,-992,999
59.02,112,48,-976,983
59.05,112,48,-960,967
59.07,96,48,-992,997
59.09,112,80,-976,985
59.12,128,64,-960,970
59.15,112,48,-992,999
59.17,112,48,-960,967
59.19,112,48,-960,967
59.22,112,64,-1008,1016
59.26,112,64,-960,968
59.29,128,64,-976,986
59.31,112,32,-960,967
59.33,128,32,-976,984
59.36,112,64,-976,984
59.38,96,64,-976,982
59.41,112,48,-992,999
59.43,128,64,-976,986
59.45,112,48,-976,983
59.48,80,48,-976,980
59.50,128,48,-976,985
59.55,112,64,-976,984
59.57,128,64,-976,986
59.59,128,64,-976,986
59.62,96,48,-976,981
59.64,80,48,-960,964
59.67,112,64,-976,984
59.69,144,32,-928,939
59.71,96,48,-976,981
59.74,96,64,-960,966
59.76,112,32,-976,982
59.79,112,48,-960,967
59.81,128,48,-960,969
59.86,112,48,-976,983
59.88,128,48,-976,985
59.91,112,64,-992,1000
59.93,128,48,-976,985
59.95,112,48,-992,999
59.98,112,48,-976,983
60.00,96,48,-976,981
60.03,112,48,-992,999
60.05,112,48,-992,999
60.07,144,64,-960,972
60.10,96,64,-976,982
60.12,112,48,-976,983
60.28,96,64,-976,982
60.30,96,48,-976,981
60.33,112,48,-1008,1015
60.35,96,64,-976,982
60.37,144,64,-992,1004
60.40,112,48,-976,983
60.42,112,48,-960,967
60.45,112,64,-976,984
60.47,112,64,-960,968
60.49,96,48,-960,965
60.52,96,48,-976,981
60.54,112,48,-992,999
60.59,96,32,-976,981
60.61,128,64,-960,970
60.63,128,48,-976,985
60.66,128,64,-976,986
60.68,96,64,-976,982
60.71,112,64,-976,984
60.73,112,64,-960,968
60.75,112,64,-960,968
60.78,128,32,-976,984
60.80,112,48,-976,983
60.83,128,48,-976,985
60.87,128,64,-992,1002
60.89,96,48,-976,981
60.92,128,32,-976,984
60.94,96,48,-960,965
60.97,112,48,-992,999
60.99,112,48,-960,967
61.01,112,48,-976,983
61.04,128,80,-976,987
61.06,128,64,-976,986
61.09,96,64,-976,982
61.11,112,64,-992,1000
61.13,128,64,-976,986
61.18,128,32,-976,984
61.20,112,64,-976,984
61.23,96,48,-976,981
61.25,96,32,-992,997
61.28,112,48,-976,983
61.30,112,80,-992,1001
61.33,112,48,-992,999
61.35,112,48,-992,999
61.37,96,48,-976,981
61.40,96,64,-976,982
61.42,112,64,-976,984
61.45,128,48,-992,1001
61.49,96,48,-992,997
61.51,112,48,-976,983
61.54,128,32,-976,984
61.56,128,80,-976,987
61.59,112,48,-976,983
61.61,144,32,-992,1002
61.63,128,32,-976,984
61.66,128,64,-976,986
61.68,96,48,-960,965
61.71,128,48,-992,1001
61.73,128,80,-976,987
61.77,128,64,-976,986
61.80,112,32,-976,982
61.82,112,48,-960,967
61.85,144,64,-960,972
61.87,128,48,-976,985
61.90,112,48,-976,983
61.92,112,48,-960,967
61.95,128,48,-992,1001
61.97,128,64,-976,986
61.99,128,64,-976,986
62.02,112,48,-992,999
62.04,112,48,-992,999
62.09,112,64,-976,984
62.11,112,48,-976,983
62.13,128,48,-976,985
62.16,128,48,-992,1001
62.18,128,64,-960,970
62.21,112,48,-976,983
62.23,112,48,-960,967
62.25,112,64,-992,1000
62.28,112,64,-992,1000
62.30,112,64,-976,984
62.33,96,64,-976,982
62.36,96,64,-976,982
62.39,128,64,-992,1002
62.41,112,48,-976,983
62.44,112,64,-960,968
62.46,96,48,-976,981
62.49,112,64,-976,984
62.51,128,48,-976,985
62.54,128,48,-976,985
62.56,112,48,-960,967
62.59,112,64,-976,984
62.61,128,64,-992,1002
62.63,96,48,-992,997
62.68,112,48,-960,967
62.70,96,64,-992,998
62.73,96,48,-992,997
62.75,112,48,-976,983
62.77,128,48,-960,969
62.80,112,80,-976,985
62.82,128,48,-976,985
62.85,96,64,-960,966
62.87,112,48,-976,983
62.89,128,48,-976,985
62.92,128,48,-976,985
62.94,128,64,-992,1002
62.99,128,32,-976,984
63.01,128,80,-976,987
63.03,112,48,-960,967
63.06,128,48,-976,985
63.08,112,48,-976,983
63.11,112,32,-976,982
63.13,112,64,-976,984
63.16,112,48,-976,983
63.18,112,64,-992,1000
63.21,112,48,-992,999
63.23,96,48,-976,985
63.25,128,48,-976,985
63.30,112,48,-976,983
63.32,96,48,-976,981
63.35,112,64,-976,984
63.37,128,48,-1008,1017
63.39,112,48,-960,967
63.42,128,64,-992,1002
63.44,112,48,-976,983
63.47,112,64,-976,984
63.49,112,48,-960,967
63.51,112,64,-992,1000
63.54,112,64,-976,984
63.58,112,48,-976,983
63.61,128,48,-976,985
63.63,128,64,-960,970
63.65,112,48,-976,983
63.68,128,48,-992,1001
63.70,128,32,-976,984
63.73,96,64,-976,982
63.75,144,64,-960,972
63.77,112,48,-976,983
63.80,96,64,-1008,1014
63.82,96,64,-992,998
63.85,112,48,-976,983
63.89,128,48,-976,985
63.92,112,48,-976,983
63.94,96,64,-976,982
63.97,112,64,-1008,1016
63.99,96,48,-976,981
64.01,96,48,-1008,1013
64.04,144,64,-976,988
64.06,128,32,-976,984
64.09,112,48,-992,999
64.11,112,64,-976,984
64.13,128,48,-960,969
64.18,128,64,-992,1002
64.20,96,64,-960,966
64.23,112,48,-992,999
64.25,128,48,-960,969
64.27,128,64,-976,986
64.30,112,48,-992,999
64.32,112,32,-992,998
64.35,112,64,-976,984
64.37,128,32,-976,984
64.39,112,48,-992,999
64.42,112,48,-976,983
64.44,144,48,-976,987
64.49,96,64,-976,982
64.51,112,64,-976,984
64.54,128,32,-976,984
64.56,112,32,-960,967
64.59,96,48,-976,981
64.61,96,48,-976,981
64.63,96,48,-992,997
64.66,128,48,-976,985
64.68,112,48,-976,983
64.71,112,48,-992,999
64.73,112,48,-992,999
64.75,112,48,-976,983
64.80,112,32,-992,998
64.82,144,64,-976,988
64.85,80,64,-976,981
64.87,112,64,-976,984
64.89,96,32,-976,981
64.92,96,32,-960,965
64.94,96,64,-976,982
64.97,112,32,-960,967
64.99,128,32,-992,1000
65.01,112,80,-976,985
65.04,144,48,-960,971
65.17,128,64,-960,970
65.21,128,48,-960,969
65.23,112,48,-976,983
65.26,112,48,-976,983
65.28,128,48,-976,985
65.31,112,48,-976,983
65.33,112,48,-992,999
65.35,112,48,-976,983
65.38,96,48,-992,997
65.40,112,48,-976,983
65.43,112,32,-976,982
65.45,112,48,-976,983
65.49,128,48,-960,969
65.52,112,48,-976,983
65.54,128,48,-992,1001
65.57,128,64,-992,1002
65.59,128,48,-976,985
65.61,112,48,-976,983
65.64,112,64,-992,1000
65.66,112,48,-960,967
65.69,112,32,-976,982
65.71,96,48,-992,997
65.73,96,64,-976,982
65.76,112,48,-976,983
65.80,128,48,-976,985
65.83,96,48,-992,997
65.85,96,48,-976,981
65.87,112,48,-960,967
65.90,112,48,-976,983
65.93,112,48,-960,967
65.95,96,48,-976,981
65.97,112,64,-976,984
66.00,112,32,-960,967
66.02,96,64,-1008,1014
66.05,112,64,-976,984
66.08,96,48,-960,965
66.11,112,64,-976,984
66.13,112,48,-976,983
66.16,96,80,-976,983
66.18,128,32,-976,984
66.21,112,48,-976,983
66.23,112,32,-976,982
66.25,128,48,-976,985
66.28,112,64,-976,984
66.30,128,32,-976,984
66.33,128,64,-960,970
66.35,128,48,-992,1001
66.39,112,48,-960,967
66.42,112,48,-992,999
66.44,80,64,-976,981
66.47,112,48,-976,983
66.49,112,48,-976,983
66.51,112,48,-960,967
66.54,112,48,-992,999
66.57,112,48,-976,983
66.59,112,48,-960,967
66.61,96,64,-960,966
66.64,96,64,-976,982
66.66,96,64,-992,998
66.71,96,64,-960,966
66.73,128,48,-976,985
66.75,128,64,-976,986
66.78,128,48,-976,985
66.80,128,48,-992,1001
66.83,112,32,-976,982
66.85,96,48,-976,981
66.87,112,48,-992,999
66.90,128,48,-960,969
66.92,112,80,-976,985
66.95,96,16,-960,964
66.97,112,80,-976,985
67.01,96,80,-976,983
67.04,112,64,-976,984
67.06,112,32,-976,982
67.09,128,48,-976,985
67.11,112,64,-960,968
67.13,112,48,-976,983
67.16,128,48,-976,985
67.18,112,48,-960,967
67.21,96,80,-992,999
67.23,128,48,-976,985
67.26,112,48,-976,983
67.30,112,64,-976,984
67.33,128,64,-992,1002
67.35,96,48,-992,997
67.37,96,48,-976,981
67.40,128,48,-976,985
67.42,112,64,-976,984
67.45,112,64,-976,984
67.47,80,64,-976,981
67.49,128,48,-976,985
67.52,96,64,-992,998
67.54,96,32,-960,965
67.57,112,64,-960,968
67.61,112,48,-992,999
67.63,112,64,-976,984
67.66,112,48,-992,999
67.68,112,64,-976,984
67.71,112,64,-992,1000
67.73,128,32,-976,984
67.75,112,64,-960,968
67.78,112,64,-976,984
67.80,128,48,-976,985
67.83,112,32,-976,982
67.85,96,48,-960,965
67.88,128,48,-976,985
67.92,112,64,-976,984
67.95,112,64,-976,984
67.97,112,48,-976,983
67.99,112,48,-976,983
68.02,128,64,-992,1002
68.04,112,48,-976,983
68.07,112,32,-976,982
68.09,128,80,-976,987
68.11,128,48,-976,985
68.14,112,32,-976,982
68.16,112,48,-960,967
68.19,128,32,-976,984
68.23,128,80,-992,1003
68.25,128,48,-960,969
68.27,32,112,-1008,1014
68.30,96,64,-960,966
68.32,96,96,-912,922
68.35,112,80,-1024,1033
68.37,32,96,-1104,1108
68.39,112,0,-448,461
68.42,128,16,-912,921
68.44,176,80,-944,963
68.47,336,-16,-1040,1093
68.51,240,0,-1040,1067
68.54,208,32,-864,889
68.56,320,32,-864,921
68.59,208,208,-1008,1050
68.61,192,-16,-1264,1278
68.63,128,48,-1344,1350
68.66,-48,256,-48,264
68.68,176,-192,-1008,1041
68.71,192,-192,-1040,1074
68.73,16,112,-912,918
68.75,112,64,-1088,1095
68.80,256,16,-992,1024
68.82,496,-224,-576,792
68.85,384,64,-1024,1095
68.87,400,0,0,400
68.89,208,96,-1392,1410
68.92,304,-112,800,863
68.94,144,-32,-1296,1304
68.97,16,384,-848,931
68.99,0,336,-576,666
69.01,32,80,-960,963
69.04,240,-112,-1872,1890
69.08,352,-272,-912,1014
69.11,288,-240,-672,769
69.13,160,32,-992,1005
69.15,144,32,-976,987
69.18,224,0,-992,1016
69.20,64,144,-944,957
69.23,304,-64,-1136,1177
69.25,480,-224,-656,843
69.27,272,112,-1200,1235
69.30,256,48,-1088,1118
69.32,96,16,-944,949
69.37,352,-16,-1520,1560
69.39,192,64,-1040,1059
69.41,144,48,-944,956
69.44,208,32,-1024,1045
69.46,192,0,-944,963
1.19,-368,912,-368,1050
1.21,-368,896,-384,1041
1.24,-352,912,-336,1033
1.26,-384,912,-352,1050
1.28,-384,912,-368,1055
1.31,-384,912,-320,1040
1.35,-384,880,-352,1022
1.38,-384,880,-304,1007
1.40,-400,896,-304,1027
1.42,-384,896,-368,1041
1.45,-384,880,-352,1022
1.47,-352,880,-384,1022
1.50,-368,896,-400,1047
1.52,-368,896,-384,1041
1.55,-368,880,-400,1034
1.57,-368,880,-400,1034
1.77,-384,880,-352,1022
1.80,-368,880,-384,1028
1.82,-400,896,-336,1037
1.84,-352,912,-320,1028
1.87,-368,880,-352,1016
1.89,-368,880,-368,1022
1.92,-368,896,-320,1020
1.94,-384,896,-352,1036
1.96,-368,880,-336,1011
1.99,-368,896,-352,1030
2.01,-368,864,-352,1002
2.06,-384,896,-368,1041
2.08,-368,880,-368,1022
2.10,-368,896,-400,1047
2.13,-352,896,-400,1042
2.15,-352,880,-384,1022
2.18,-384,896,-416,1059
2.20,-400,880,-416,1052
2.22,-400,880,-416,1052
2.25,-384,880,-384,1034
2.27,-368,896,-384,1041
2.30,-368,864,-400,1020
2.34,-384,848,-352,995
2.36,-384,896,-352,1036
2.39,-384,912,-352,1050
2.41,-384,896,-352,1036
2.44,-384,880,-336,1017
2.46,-368,880,-352,1016
2.48,-384,928,-336,1059
2.51,-368,880,-352,1016
2.53,-368,880,-352,1016
2.56,-368,880,-352,1016
2.60,-368,880,-352,1016
2.62,-368,864,-384,1014
2.65,-368,880,-400,1034
2.67,-384,896,-400,1053
2.70,-384,880,-368,1028
2.72,-368,896,-400,1047
2.74,-400,880,-384,1040
2.77,-368,880,-416,1040
2.79,-368,864,-400,1020
2.82,-368,880,-368,1022
2.84,-352,880,-400,1028
2.88,-368,880,-368,1022
2.91,-368,880,-368,1022
2.93,-384,896,-352,1036
2.96,-384,880,-336,1017
2.98,-400,896,-336,1037
3.01,-384,880,-352,1022
3.03,-368,896,-336,1025
3.06,-384,880,-352,1022
3.08,-368,912,-336,1039
3.10,-368,896,-352,1030
3.13,-400,880,-368,1034
3.17,-384,896,-368,1041
3.20,-368,864,-384,1014
3.22,-384,864,-400,1026
3.24,-368,880,-384,1028
3.27,-384,912,-400,1067
3.29,-368,864,-400,1020
3.32,-384,864,-384,1020
3.34,-384,880,-368,1028
3.36,-368,880,-384,1028
3.39,-368,880,-352,1016
3.43,-368,896,-368,1036
3.46,-368,880,-352,1016
3.48,-208,944,-368,1034
3.50,-256,1024,-384,1123
3.53,-480,1056,-480,1255
3.55,-416,800,-352,967
3.58,-336,880,-400,1023
3.60,-304,928,-352,1038
3.63,-320,864,-384,998
3.65,-320,928,-368,1048
3.68,-352,896,-368,1030
3.72,-368,944,-432,1101
3.74,-336,976,-448,1125
3.77,-304,880,-400,1013
3.79,-288,864,-352,976
3.82,-272,848,-336,951
3.84,-240,832,-320,923
3.86,-240,848,-320,937
3.89,-272,848,-336,951
3.91,-272,880,-352,986
3.94,-240,1024,-464,1149
3.96,-224,1008,-496,1145
4.00,-240,976,-448,1100
4.03,-240,944,-416,1059
4.05,-240,880,-432,1009
4.08,-160,880,-368,967
4.10,-128,912,-352,985
4.12,-96,976,-352,1041
4.15,-96,960,-368,1032
4.17,-64,960,-384,1035
4.20,-80,960,-400,1043
4.22,-96,944,-416,1036
4.24,-48,944,-400,1026
4.29,-80,912,-400,999
4.32,-96,928,-400,1015
4.34,-224,976,-352,1061
4.36,-176,960,-368,1043
4.39,-112,912,-368,989
4.41,-112,944,-352,1013
4.44,-32,880,-352,948
4.46,-96,928,-352,997
4.48,-128,912,-336,980
4.51,-176,944,-336,1017
4.53,-224,992,-336,1071
4.58,-128,880,-384,968
4.60,-368,1328,-528,1475
4.62,-320,1008,-336,1109
4.65,-256,896,-240,962
4.67,-208,944,-448,1065
4.70,-160,992,-480,1113
4.72,-112,944,-352,1013
4.74,-96,912,-352,982
4.77,-112,880,-368,960
4.79,-144,880,-336,952
4.82,-208,848,-352,941
4.86,-352,912,-352,1039
4.88,-432,912,-320,1058
4.91,-480,912,-336,1083
4.93,-512,928,-352,1116
4.96,-512,928,-352,1116
4.98,-480,880,-368,1067
5.01,-496,832,-368,1036
5.03,-448,928,-368,1094
5.06,-400,912,-368,1061
5.08,-352,912,-384,1050
5.11,-320,912,-384,1040
5.14,-288,896,-400,1022
5.17,-288,864,-368,982
5.19,-288,912,-352,1019
5.22,-288,896,-368,1010
5.24,-320,912,-352,1028
5.26,-336,880,-368,1011
5.29,-400,896,-384,1053
5.31,-416,896,-368,1054
5.34,-400,896,-384,1053
5.36,-432,896,-368,1060
5.40,-416,896,-336,1043
5.43,-352,880,-368,1016
5.45,-336,896,-368,1025
5.48,-336,896,-368,1025
5.50,-320,880,-352,1000
5.52,-320,896,-352,1014
5.55,-336,896,-368,1025
5.57,-352,880,-352,1011
5.60,-368,864,-352,1002
5.62,-368,896,-368,1036
5.65,6224,4896,8160,11370
5.69,-560,1152,-240,1303
5.72,-880,1392,-400,1694
5.74,-960,1392,-160,1698
5.76,-896,1216,-224,1526
5.79,-656,880,-640,1270
5.81,-256,400,-528,710
5.84,-160,352,-416,567
5.86,-128,416,-368,569
5.88,-160,592,-320,691
5.91,-352,1040,-352,1152
5.96,-720,2592,-784,2802
5.99,-192,1120,224,1158
6.02,-128,1040,-416,1127
6.04,1296,1904,1328,2658
6.07,-112,880,208,911
6.09,-448,1040,672,1316
6.12,-480,848,-832,1281
6.14,-544,848,-160,1020
6.17,-576,816,-352,1059
6.20,-560,800,-384,1049
6.23,-576,816,-416,1081
6.37,-272,960,-512,1121
6.40,-256,976,-384,1079
6.42,-224,944,-384,1043
6.45,-240,816,-464,968
6.47,-240,800,-480,963
6.50,-288,832,-432,980
6.52,-400,832,-464,1033
6.54,-416,848,-432,1038
6.57,-464,880,-352,1055
6.60,-528,976,-288,1146
6.62,-432,816,-304,972
6.67,-432,848,-256,985
6.69,-432,864,-304,1012
6.72,-448,992,-256,1118
6.74,-160,1264,-192,1288
6.76,336,1680,-416,1763
6.79,208,432,-704,851
6.82,-5088,4256,-1824,6879
6.84,-384,816,-464,1014
6.87,32,1104,-752,1336
6.90,-544,720,-752,1174
6.92,16,496,-688,848
6.96,-720,1120,-592,1457
6.99,-304,800,-928,1262
7.01,-48,992,-928,1359
7.04,32,1312,-1088,1704
7.06,-48,1088,-704,1296
7.09,16,928,-592,1100
7.11,48,848,-624,1053
7.14,64,640,-512,822
7.16,192,560,-944,1114
7.18,416,816,-896,1281
7.21,496,736,-256,923
7.25,208,544,-416,715
7.28,432,640,-544,944
7.30,496,560,-896,1167
7.33,480,672,-672,1064
7.35,624,592,-752,1142
7.37,192,416,-816,935
7.40,176,160,-416,479
7.42,560,432,-496,863
7.44,720,336,-432,904
7.47,832,480,-688,1181
7.49,880,448,-816,1280
7.54,992,432,-176,1096
7.56,976,480,-256,1117
7.58,1104,400,-336,1221
7.61,736,352,192,838
7.63,720,352,112,809
7.66,688,336,368,849
7.68,320,288,480,644
7.71,400,240,816,939
7.74,336,176,912,987
7.76,256,272,736,825
7.79,128,240,896,936
7.81,176,192,992,1025
7.86,288,144,1072,1119
7.88,96,304,928,981
7.90,224,304,928,1001
7.93,128,224,960,994
7.95,368,96,928,1002
7.98,-16,64,1088,1089
8.00,-96,128,864,878
8.02,-64,192,896,918
8.05,0,-16,960,960
8.07,-48,32,1024,1025
8.10,-48,96,960,965
8.12,16,256,800,840
8.17,-96,144,896,912
8.19,-256,144,1008,1049
8.22,-224,160,976,1014
8.24,-256,96,912,952
8.26,-160,96,896,915
8.29,-224,80,1008,1035
8.31,-432,176,1040,1139
8.34,-80,96,992,999
8.36,-96,64,848,855
8.39,-192,128,1056,1080
8.41,-112,192,944,969
8.44,-48,48,1040,1042
8.48,-144,224,944,980
8.50,-144,192,1040,1067
8.53,-128,256,1104,1140
8.55,-192,256,1056,1103
8.58,-96,176,944,965
8.60,-128,160,1088,1107
8.63,-160,192,976,1007
8.65,-64,208,832,859
8.68,80,128,1040,1050
8.70,16,192,1008,1026
8.73,16,208,960,982
8.78,-16,240,1056,1083
8.80,-64,352,896,964
8.83,-48,256,992,1025
8.85,0,336,928,986
8.87,-32,176,1008,1023
8.90,-32,192,912,932
8.92,-48,176,944,961
8.95,-64,208,944,968
8.97,-64,112,944,952
9.00,-48,176,1040,1055
0.24,-176,448,864,989
0.26,0,256,896,931
0.30,176,32,1008,1023
0.33,128,256,944,986
0.35,0,288,864,910
0.38,-128,32,656,669
0.40,256,304,800,893
0.42,80,432,816,926
0.45,208,384,688,814
0.47,224,480,992,1124
0.50,80,528,1024,1154
0.52,-64,592,880,1062
0.55,-208,544,736,938
0.57,-96,848,864,1214
0.62,336,560,640,914
0.64,0,672,912,1132
0.66,208,768,832,1151
0.69,672,1488,1648,2319
0.71,-112,608,480,782
0.74,-192,544,496,760
0.76,16,816,-112,823
0.78,-256,688,816,1097
0.81,176,576,1504,1620
0.83,32,1104,1008,1495
0.86,-16,736,336,809
0.88,-144,1008,544,1154
0.92,-1440,3264,2144,4162
0.95,-80,1184,464,1274
0.97,-16,816,448,931
1.00,-32,976,528,1110
1.02,-96,880,496,1014
1.04,16,848,432,951
1.07,-48,912,576,1079
1.09,16,752,336,823
1.12,-80,1056,704,1271
1.14,32,848,400,938
1.16,-32,848,528,999
1.21,-16,816,496,955
1.24,-112,992,672,1203
1.26,64,816,368,897
1.28,-64,912,640,1115
1.31,48,720,432,841
1.33,-48,992,640,1181
1.36,-48,848,528,1000
1.38,32,864,400,952
1.41,0,864,448,973
1.43,32,768,416,874
1.46,-112,1072,720,1296
1.48,0,800,352,874
1.50,-48,928,512,1060
1.55,16,832,384,916
1.57,1456,928,528,1805
1.60,848,-352,-832,1239
1.62,784,-784,-2112,2385
1.64,-720,1488,848,1857
1.67,-224,720,624,978
1.69,-32,480,416,635
1.72,-16,736,768,1063
1.74,-160,768,800,1120
1.77,-304,912,960,1358
1.79,-416,784,672,1113
1.84,-432,704,624,1035
1.86,-416,448,624,873
1.89,-448,592,528,911
1.91,-480,528,592,927
1.94,-320,432,544,764
1.96,-448,544,656,962
1.98,-416,528,704,973
2.01,-480,416,656,913
2.03,-528,544,912,1185
2.06,-400,464,480,778
2.08,-352,448,576,810
0.24,-48,896,560,1057
0.27,0,928,480,1044
0.29,-64,928,368,1000
0.32,-48,896,416,989
0.34,-64,880,400,968
0.36,-128,960,608,1143
0.39,-16,912,528,1053
0.41,-80,960,304,1010
0.44,-32,768,224,800
0.46,-48,944,432,1039
0.48,-32,912,432,1009
0.51,-32,928,464,1038
0.66,-32,912,448,1016
0.69,0,928,480,1044
0.71,-48,912,464,1024
0.74,-32,912,480,1031
0.76,-48,896,464,1010
0.78,-32,928,448,1030
0.81,0,928,464,1037
0.83,-32,912,464,1023
0.86,-32,912,480,1031
0.88,-32,928,448,1030
0.90,-16,912,480,1030
0.93,-16,896,448,1001
0.97,16,912,448,1016
1.00,-32,912,448,1016
1.02,-48,896,464,1010
1.04,-32,912,464,1023
1.07,-32,928,464,1038
1.09,-16,912,448,1016
1.12,-48,912,464,1024
1.14,-16,896,464,1009
1.16,-32,912,448,1016
1.19,-32,928,464,1038
1.21,-16,896,448,1001
1.24,-32,912,464,1023
1.28,-48,928,464,1038
1.31,0,928,464,1037
1.33,-16,912,448,1016
1.36,-32,912,464,1023
1.38,-32,928,448,1030
1.40,-32,896,448,1002
1.43,-32,928,464,1038
1.45,-16,928,448,1030
1.48,-32,912,480,1031
1.50,-32,912,464,1023
1.52,-32,912,480,1031
1.56,-16,896,464,1009
1.59,-48,912,448,1017
1.61,-48,928,432,1024
1.64,-48,896,448,1002
1.66,-32,928,448,1030
1.68,-32,912,480,1031
1.71,-32,912,448,1016
1.73,-32,912,448,1016
1.76,-16,912,448,1016
1.78,-32,912,464,1023
1.80,-32,912,480,1031
1.83,-48,912,432,1010
1.87,-16,928,464,1037
1.90,-48,912,448,1017
1.92,-48,912,464,1024
1.95,-32,928,464,1038
1.97,-16,912,464,1023
2.00,-16,912,464,1023
2.02,-16,928,448,1030
2.04,-32,896,432,995
2.07,-32,912,448,1016
2.09,-16,944,448,1045
2.12,-32,912,480,1031
2.14,-32,912,480,1031
2.18,-32,944,448,1045
2.21,-48,928,480,1045
2.23,-48,912,464,1024
2.26,-48,896,480,1017
2.28,-384,1008,624,1246
2.30,528,928,256,1097
2.33,-32,960,368,1028
2.35,-128,832,576,1019
2.38,16,944,400,1025
2.40,-64,960,432,1054
2.42,-64,896,480,1018
2.47,80,944,400,1028
2.49,64,800,560,978
2.52,32,896,384,975
2.54,96,960,384,1038
2.56,128,896,512,1039
2.59,192,928,432,1041
2.61,176,816,416,932
2.64,32,1168,624,1324
2.66,272,976,320,1062
2.68,400,880,336,1023
2.71,32,976,368,1043
2.73,32,976,288,1018
2.78,336,1232,992,1617
2.80,192,768,-320,853
2.82,672,416,608,997
2.85,-64,544,-768,943
2.87,336,1760,416,1839
2.90,384,832,-16,916
2.92,240,992,-64,1022
2.94,-176,1008,-240,1051
2.97,112,960,-160,979
2.99,592,896,-256,1104
3.02,384,944,-112,1025
3.04,272,992,-112,1034
3.08,464,912,-176,1038
3.11,48,784,-560,964
3.13,464,720,-672,1088
3.16,416,1152,-624,1374
3.18,512,80,224,564
3.20,368,768,-128,861
3.23,240,880,-640,1114
3.25,400,720,-544,987
3.28,416,800,-416,993
3.30,160,880,-240,926
3.33,656,1952,-2544,3273
3.37,304,640,-624,944
3.40,288,736,-464,916
3.42,304,816,-512,1010
3.44,512,752,-1200,1505
3.47,320,592,-848,1082
3.49,320,800,-256,898
3.52,80,608,-784,995
3.54,224,496,-992,1131
3.57,208,656,-928,1155
3.59,224,608,-848,1067
3.62,256,576,-656,909
3.64,224,704,-1040,1275
3.68,112,560,-528,777
3.71,224,752,-592,982
3.74,256,736,-640,1008
3.76,288,624,-368,779
3.79,256,880,-784,1206
3.81,224,912,-1024,1389
3.84,144,1104,-96,1117
3.86,128,928,144,947
3.88,176,1344,-1104,1748
3.91,176,1104,-624,1280
3.94,352,832,640,1107
3.98,96,1152,-432,1234
4.01,368,944,656,1207
4.03,192,816,624,1045
4.06,96,1280,208,1300
0.24,80,528,-912,1056
0.27,80,576,-832,1015
0.29,64,624,-800,1016
0.32,16,656,-688,950
0.34,48,608,-1008,1178
0.36,-176,800,-992,1286
0.39,-48,384,-320,502
0.43,-32,704,-816,1078
0.46,64,464,-800,927
0.48,-16,592,-1280,1410
0.50,64,432,-1248,1322
0.53,32,512,-576,771
0.56,48,496,-880,1011
0.58,112,368,-1040,1108
