Time (seconds),X-Force,Y-Force,Z-Force,AbsoluteForce
22.73,0,192,-976,994
22.76,16,208,-976,998
22.78,0,224,-960,985
22.81,0,208,-960,982
22.83,0,192,-960,979
22.86,-16,208,-976,998
22.90,-16,224,-976,1001
22.92,0,224,-960,985
22.95,0,208,-976,997
22.97,16,208,-976,998
23.00,16,224,-976,1001
23.02,16,208,-960,982
23.04,0,208,-960,982
23.07,0,224,-976,1001
23.09,0,224,-976,1001
23.12,16,224,-960,985
23.14,16,208,-976,998
23.16,-16,192,-960,979
23.21,-32,192,-960,979
23.23,0,192,-944,963
23.26,0,224,-992,1016
23.28,0,208,-976,997
23.30,0,224,-992,1016
23.33,0,192,-992,1010
23.35,0,224,-992,1016
23.38,0,224,-960,985
23.40,16,192,-976,994
23.42,0,224,-976,1001
23.45,0,208,-960,982
23.48,0,208,-960,982
23.52,0,208,-960,982
23.54,0,208,-960,982
23.57,0,224,-976,1001
23.59,0,224,-992,1016
23.62,0,208,-960,982
23.64,0,224,-976,1001
23.66,0,208,-992,1013
23.69,16,192,-960,979
23.71,0,208,-992,1013
23.74,0,224,-976,1001
23.76,0,208,-960,982
23.80,16,224,-976,1001
23.83,0,208,-960,982
23.85,16,208,-976,998
23.88,0,208,-976,997
23.90,0,208,-976,997
23.92,0,224,-976,1001
23.95,-32,224,-976,1001
23.97,0,192,-976,994
24.00,-16,208,-976,998
24.02,-16,208,-960,982
24.04,0,224,-976,1001
24.07,-16,192,-976,994
24.11,0,224,-992,1016
24.14,0,224,-960,985
24.16,0,208,-976,997
24.19,-16,208,-976,998
24.21,16,224,-976,1001
24.24,0,224,-992,1016
24.26,-16,224,-960,985
24.28,16,208,-976,998
24.31,16,208,-976,998
24.33,0,192,-960,979
24.36,0,208,-976,997
24.38,0,208,-960,982
24.42,0,224,-960,985
24.45,0,208,-992,1013
24.47,16,208,-976,998
24.50,0,208,-976,997
24.52,0,208,-976,997
24.54,0,208,-960,982
24.57,0,224,-976,1001
24.59,-16,240,-976,1005
24.62,32,224,-976,1001
24.64,16,208,-960,982
24.66,0,208,-960,982
24.71,16,192,-976,994
24.73,0,208,-976,997
24.76,0,192,-960,979
24.78,0,208,-992,1013
24.81,16,192,-976,994
24.83,-16,224,-976,1001
24.86,-16,208,-976,998
24.88,0,208,-976,997
24.90,0,192,-976,994
24.93,16,208,-960,982
24.95,-16,208,-976,998
24.98,-16,192,-960,979
25.02,0,208,-976,997
25.04,-16,192,-976,994
25.07,0,208,-992,1013
25.09,0,224,-960,985
25.12,16,208,-960,982
25.14,0,192,-976,994
25.16,0,208,-976,997
25.19,16,224,-976,1001
25.21,0,208,-992,1013
25.24,-16,208,-976,998
25.26,-16,224,-976,1001
25.28,0,192,-960,979
25.33,-16,208,-976,998
25.35,0,208,-976,997
25.38,-16,208,-960,982
25.40,0,208,-960,982
25.42,-16,208,-976,998
25.45,0,192,-960,979
25.48,0,224,-976,1001
25.50,0,208,-976,997
25.52,-16,208,-976,998
25.55,0,208,-976,997
25.57,0,208,-992,1013
25.62,16,208,-976,998
25.64,-16,208,-976,998
25.66,0,192,-976,994
25.69,16,192,-960,979
25.71,0,192,-976,994
25.74,0,192,-976,994
25.76,0,208,-976,997
25.78,16,192,-960,979
25.81,-16,208,-960,982
25.83,0,224,-944,970
25.86,0,240,-976,1005
25.88,0,224,-944,970
25.92,-16,192,-992,1010
25.95,0,192,-976,994
25.97,-16,224,-976,1001
26.00,0,208,-992,1013
26.02,-16,224,-976,1001
26.04,0,208,-960,982
26.07,-16,224,-976,1001
26.09,16,208,-976,998
26.12,-16,224,-976,1001
26.14,0,192,-976,994
26.17,-16,208,-960,982
26.21,0,224,-976,1001
26.24,-16,240,-960,989
26.26,-16,208,-976,998
26.28,0,224,-960,985
26.31,0,208,-976,997
26.33,0,208,-976,997
26.36,0,208,-976,997
26.38,-16,208,-960,982
26.40,16,224,-976,1001
26.43,-16,192,-992,1010
26.45,0,208,-960,982
26.48,0,208,-992,1013
26.62,16,208,-960,982
26.65,0,208,-976,997
26.67,-16,208,-960,982
26.70,-16,240,-960,989
26.72,0,208,-960,982
26.74,-16,224,-976,1001
26.77,0,208,-976,997
26.79,-16,192,-976,994
26.82,16,208,-976,998
26.84,16,224,-992,1017
26.87,16,224,-976,1001
26.91,-16,208,-976,998
26.93,0,208,-960,982
26.96,0,224,-992,1016
26.98,0,192,-960,979
27.00,-32,224,-960,986
27.03,-16,224,-992,1017
27.05,-32,224,-960,986
27.08,0,192,-960,979
27.10,-32,224,-976,1001
27.12,-16,208,-992,1013
27.15,16,192,-976,994
27.17,16,224,-960,985
27.22,0,208,-976,997
27.24,0,192,-976,994
27.26,16,224,-976,1001
27.29,16,208,-1008,1029
27.31,-16,208,-960,982
27.34,0,208,-976,997
27.36,0,208,-960,982
27.38,-16,208,-976,998
27.41,-16,192,-976,994
27.43,16,224,-960,985
27.46,0,192,-976,994
27.50,0,208,-976,997
27.53,-16,192,-992,1010
27.55,0,192,-976,994
27.58,0,224,-976,1001
27.60,0,208,-960,982
27.62,0,208,-976,997
27.65,16,224,-960,985
27.67,-16,224,-976,1001
27.70,0,208,-944,966
27.72,0,208,-976,997
27.74,0,192,-960,979
27.77,0,224,-992,1016
27.81,16,208,-976,998
27.84,-16,224,-976,1001
27.86,0,208,-976,997
27.88,0,192,-992,1010
27.91,0,224,-992,1016
27.93,0,224,-976,1001
27.96,0,208,-960,982
27.98,-16,224,-976,1001
28.00,0,208,-992,1013
28.03,-16,208,-976,998
28.05,0,208,-960,982
28.08,-16,240,-976,1005
28.12,0,208,-976,997
28.14,0,208,-960,982
28.17,-16,208,-976,998
28.19,0,192,-976,994
28.22,0,208,-960,982
28.24,0,208,-992,1013
28.27,0,224,-976,1001
28.29,-16,208,-960,982
28.32,16,208,-960,982
28.34,16,208,-976,998
28.36,0,208,-960,982
28.41,0,192,-976,994
28.43,0,224,-960,985
28.46,16,176,-960,976
28.48,0,240,-976,1005
28.50,0,224,-976,1001
28.53,0,192,-976,994
28.55,0,208,-976,997
28.58,0,224,-960,985
28.60,16,208,-976,998
28.62,-16,192,-960,979
28.65,16,224,-976,1001
28.67,0,208,-976,997
28.72,-32,192,-944,963
28.74,16,208,-976,998
28.76,0,208,-960,982
28.79,0,224,-976,1001
28.81,0,208,-960,982
28.84,-32,208,-960,982
28.86,0,192,-944,963
28.88,-16,208,-960,982
28.91,-16,208,-992,1013
28.93,0,208,-976,997
28.96,16,208,-960,982
28.98,0,224,-992,1016
29.02,-16,208,-992,1013
29.05,16,208,-976,998
29.07,0,224,-976,1001
29.10,0,224,-976,1001
29.12,0,208,-976,997
29.14,0,208,-976,997
29.17,-16,224,-976,1001
29.19,0,208,-960,982
29.22,16,208,-992,1013
29.24,32,208,-960,982
29.26,0,208,-960,982
29.31,0,224,-976,1001
29.33,16,192,-976,994
29.36,-16,208,-960,982
29.38,0,224,-976,1001
29.40,0,208,-960,982
29.43,-16,208,-976,998
29.45,16,224,-976,1001
29.48,-16,208,-960,982
29.50,-16,192,-976,994
29.53,16,208,-976,998
29.55,16,208,-976,998
29.58,-16,224,-992,1017
29.62,16,208,-976,998
29.64,0,208,-960,982
29.67,0,208,-992,1013
29.69,0,208,-992,1013
29.72,0,192,-976,994
29.74,0,224,-960,985
29.76,-16,208,-960,982
29.79,-16,192,-976,994
29.81,-16,208,-976,998
29.84,0,224,-976,1001
29.86,0,208,-976,997
29.90,0,192,-976,994
29.93,0,208,-976,997
29.95,0,208,-976,997
29.98,0,192,-976,994
30.00,0,208,-992,1013
30.02,0,224,-976,1001
30.05,0,240,-976,1005
30.07,-16,192,-960,979
30.10,0,240,-960,989
30.12,-16,208,-976,998
30.14,0,224,-960,985
30.17,16,208,-960,982
30.21,0,240,-960,989
30.24,0,192,-960,979
30.26,0,224,-976,1001
30.28,0,192,-976,994
30.31,16,224,-976,1001
30.33,-16,208,-960,982
30.36,16,208,-976,998
30.38,0,224,-976,1001
30.40,16,208,-960,982
30.43,-16,208,-960,982
30.45,16,224,-960,985
30.48,0,208,-976,997
30.52,16,208,-976,998
30.54,-16,208,-976,998
30.57,16,192,-976,994
30.59,-16,208,-976,998
30.62,0,192,-976,994
30.64,0,192,-976,994
30.66,16,208,-976,998
30.69,16,192,-992,1010
30.71,0,208,-992,1013
30.74,16,208,-976,998
30.76,0,208,-976,997
30.78,-16,224,-976,1001
30.83,-16,208,-976,998
30.86,16,208,-976,998
30.88,16,224,-992,1017
30.90,0,176,-992,1007
30.93,16,208,-976,998
30.95,16,224,-960,985
30.98,0,192,-960,979
31.00,0,208,-976,997
31.02,16,208,-992,1013
31.05,16,208,-976,998
31.07,-16,208,-976,998
31.12,0,208,-960,982
31.14,0,192,-976,994
31.16,0,224,-976,1001
31.19,16,208,-960,982
31.21,0,192,-976,994
31.24,-16,224,-992,1017
31.26,-32,208,-976,998
31.28,-16,208,-960,982
31.31,16,224,-976,1001
31.33,0,224,-960,985
31.36,0,208,-976,997
31.38,16,208,-976,998
31.54,0,192,-992,1010
31.56,0,208,-976,997
31.59,16,240,-992,1020
31.61,0,208,-976,997
31.64,0,208,-976,997
31.66,-16,208,-976,998
31.68,-16,192,-976,994
31.71,0,208,-992,1013
31.73,0,224,-976,1001
31.76,0,224,-960,985
31.78,16,176,-976,991
31.82,16,208,-992,1013
31.85,0,192,-976,994
31.87,16,192,-960,979
31.90,16,224,-976,1001
31.92,16,208,-976,998
31.94,0,208,-976,997
31.97,0,192,-976,994
31.99,32,208,-976,998
32.02,0,224,-960,985
32.04,0,208,-960,982
32.06,16,208,-976,998
32.09,-16,224,-960,985
32.13,0,208,-976,997
32.16,16,208,-960,982
32.18,0,208,-976,997
32.20,0,192,-976,994
32.23,0,208,-944,966
32.25,16,208,-976,998
32.28,0,224,-976,1001
32.30,0,192,-976,994
32.33,0,208,-976,997
32.35,16,224,-976,1001
32.38,16,192,-976,994
32.40,16,208,-976,998
32.44,0,224,-960,985
32.47,0,208,-976,997
32.49,0,208,-976,997
32.52,0,224,-960,985
32.54,-16,192,-960,979
32.56,0,208,-976,997
32.59,0,208,-960,982
32.61,-16,208,-976,998
32.64,0,208,-960,982
32.66,0,208,-976,997
32.68,-16,224,-976,1001
32.71,0,208,-976,997
32.75,-16,224,-960,985
32.78,0,208,-976,997
32.80,0,208,-976,997
32.82,16,224,-944,970
32.85,-16,208,-960,982
32.87,0,224,-976,1001
32.90,16,208,-960,982
32.92,0,208,-976,997
32.95,-16,208,-960,982
32.97,16,224,-976,1001
33.00,0,208,-960,982
33.04,0,208,-976,997
33.06,-32,224,-960,986
33.09,0,208,-960,982
33.11,0,208,-960,982
33.14,0,192,-992,1010
33.16,0,240,-976,1005
33.18,-16,208,-960,982
33.21,0,192,-976,994
33.23,0,224,-976,1001
33.26,0,208,-960,982
33.28,0,224,-960,985
33.30,16,208,-960,982
33.35,-16,208,-960,982
33.37,0,208,-976,997
33.40,-16,224,-976,1001
33.42,16,208,-976,998
33.44,-16,208,-976,998
33.47,0,208,-976,997
33.49,0,208,-976,997
33.52,16,208,-976,998
33.54,0,224,-960,985
33.57,-16,208,-976,998
33.59,0,240,-976,1005
33.62,-16,192,-976,994
33.66,0,224,-944,970
33.68,16,192,-976,994
33.71,0,224,-976,1001
33.73,16,208,-960,982
33.76,-16,208,-976,998
33.78,0,208,-960,982
33.80,0,208,-976,997
33.83,-32,208,-976,998
33.85,0,224,-976,1001
33.88,0,224,-992,1016
33.90,0,208,-976,997
33.92,-16,224,-960,985
33.97,0,208,-976,997
33.99,0,208,-960,982
34.02,0,208,-960,982
34.04,0,224,-976,1001
34.06,0,208,-976,997
34.09,-16,208,-960,982
34.11,-16,208,-960,982
34.14,0,224,-976,1001
34.16,0,208,-976,997
34.18,0,176,-960,976
34.21,0,224,-976,1001
34.25,0,192,-976,994
34.28,0,208,-976,997
34.30,-16,208,-976,998
34.32,0,208,-960,982
34.35,0,208,-960,982
34.37,32,208,-976,998
34.40,0,208,-976,997
34.42,0,208,-960,982
34.44,0,224,-976,1001
34.47,0,192,-976,994
34.49,16,208,-960,982
34.52,0,192,-976,994
34.56,0,224,-992,1016
34.58,16,208,-976,998
34.61,16,224,-976,1001
34.63,-16,208,-960,982
34.66,-16,208,-992,1013
34.68,16,208,-976,998
34.70,16,224,-960,985
34.73,0,208,-960,982
34.75,0,208,-944,966
34.78,0,192,-976,994
34.80,-16,208,-976,998
34.82,0,192,-976,994
34.87,0,192,-976,994
34.89,0,192,-960,979
34.92,0,192,-976,994
34.94,-16,192,-960,979
34.97,-16,208,-960,982
34.99,16,208,-976,998
35.02,0,224,-976,1001
35.04,16,208,-960,982
35.06,0,208,-992,1013
35.09,-16,208,-976,998
35.11,-16,208,-976,998
35.16,0,208,-976,997
35.18,0,224,-960,985
35.20,-16,208,-976,998
35.23,16,208,-960,982
35.25,16,208,-960,982
35.28,0,192,-976,994
35.30,-32,224,-992,1017
35.32,16,192,-976,994
35.35,16,224,-976,1001
35.37,16,208,-976,998
35.40,0,208,-976,997
35.42,0,224,-976,1001
35.46,0,208,-960,982
35.49,0,224,-960,985
35.51,0,192,-992,1010
35.54,-16,208,-960,982
35.56,-16,208,-960,982
35.59,-16,224,-992,1017
35.61,0,192,-960,979
35.64,0,224,-976,1001
35.66,-16,224,-976,1001
35.68,0,192,-976,994
35.71,16,208,-992,1013
35.73,16,224,-960,985
35.78,16,208,-1008,1029
35.80,-16,192,-992,1010
35.82,-16,224,-976,1001
35.85,0,208,-976,997
35.87,0,208,-960,982
35.90,0,192,-976,994
35.92,16,192,-976,994
35.94,0,224,-960,985
35.97,16,208,-976,998
35.99,0,224,-960,985
36.02,-16,192,-992,1010
36.06,0,208,-976,997
36.08,0,192,-976,994
36.11,0,208,-960,982
36.13,0,192,-960,979
36.16,0,224,-976,1001
36.18,0,192,-976,994
36.21,-16,208,-976,998
36.23,16,208,-960,982
36.26,0,208,-976,997
36.28,0,224,-960,985
36.30,0,208,-976,997
36.33,0,208,-960,982
36.48,0,208,-960,982
36.50,-16,224,-960,985
36.52,-16,224,-960,985
36.55,0,224,-976,1001
36.57,16,208,-976,998
36.60,16,208,-976,998
36.62,-16,208,-992,1013
36.64,-16,224,-976,1001
36.67,0,208,-976,997
36.69,-16,192,-1008,1026
36.72,-16,208,-992,1013
36.76,0,192,-960,979
36.78,0,208,-976,997
36.81,0,192,-944,963
36.83,16,208,-976,998
36.86,16,224,-976,1001
36.88,0,208,-960,982
36.90,16,208,-960,982
36.93,0,224,-960,985
36.95,0,208,-976,997
36.98,0,208,-944,966
37.00,16,208,-976,998
37.03,-16,192,-960,979
37.07,0,224,-976,1001
37.10,0,192,-944,963
37.12,0,192,-976,994
37.14,-16,192,-944,963
37.17,0,208,-976,997
37.19,0,208,-976,997
37.22,0,192,-976,994
37.24,0,224,-976,1001
37.26,0,208,-960,982
37.29,16,192,-960,979
37.31,0,192,-944,963
37.34,-16,224,-960,985
37.38,0,224,-960,985
37.40,0,192,-976,994
37.43,0,192,-960,979
37.45,0,192,-960,979
37.48,0,208,-960,982
37.50,-16,224,-976,982
37.52,0,224,-960,985
37.55,0,208,-960,982
37.57,16,224,-976,1001
37.60,0,208,-976,997
37.62,0,224,-992,1016
37.65,0,208,-976,997
37.69,0,192,-976,994
37.72,-16,208,-960,982
37.74,0,208,-976,997
37.76,0,208,-976,997
37.79,0,224,-976,1001
37.81,0,192,-976,994
37.84,0,208,-960,982
37.86,-16,208,-976,998
37.88,0,208,-976,997
37.91,0,192,-976,994
37.93,16,208,-992,1013
37.96,16,192,-976,994
38.00,-32,208,-976,998
38.02,0,208,-976,997
38.05,0,208,-976,997
38.07,-16,208,-976,998
38.10,0,192,-960,979
38.12,-16,224,-976,1001
38.14,0,208,-976,997
38.17,16,224,-976,1001
38.19,16,208,-976,998
38.22,0,208,-976,997
38.24,-16,192,-960,979
38.29,0,192,-976,994
38.31,0,192,-992,1010
38.34,0,208,-976,997
38.36,0,208,-992,1013
38.38,0,224,-960,985
38.41,0,224,-960,985
38.43,16,208,-960,982
38.46,16,224,-976,1001
38.48,0,192,-976,994
38.50,16,208,-976,998
38.53,0,192,-992,1010
38.55,16,224,-960,985
38.60,16,208,-976,998
38.62,0,208,-976,997
38.64,16,176,-976,991
38.67,-16,192,-976,994
38.69,-16,208,-976,998
38.72,-16,208,-960,982
38.74,0,224,-976,1001
38.76,16,192,-960,979
38.79,0,208,-944,966
38.81,0,208,-960,982
38.84,16,192,-992,1010
38.86,0,208,-960,982
38.90,0,208,-976,997
38.93,16,208,-960,982
38.95,16,208,-976,998
38.98,0,208,-960,982
39.00,16,208,-960,982
39.03,0,208,-976,997
39.05,0,208,-960,982
39.08,-16,192,-992,1010
39.10,16,224,-960,985
39.12,0,224,-960,985
39.15,-16,208,-976,998
39.17,-16,208,-960,982
39.22,0,224,-960,985
39.24,-16,224,-976,1001
39.26,0,192,-976,994
39.29,0,208,-976,997
39.31,16,224,-992,1017
39.34,16,192,-976,994
39.36,16,208,-960,982
39.38,32,208,-960,982
39.41,0,224,-976,1001
39.43,0,224,-960,985
39.46,0,224,-976,1001
39.50,-16,224,-960,985
39.52,0,224,-976,1001
39.55,0,192,-960,979
39.57,-16,224,-960,985
39.60,0,224,-976,1001
39.62,16,208,-976,998
39.65,0,192,-976,994
39.67,16,208,-976,998
39.70,0,208,-992,1013
39.72,-16,208,-960,982
39.74,0,208,-976,997
39.77,0,224,-976,1001
39.81,0,208,-976,997
39.84,16,208,-976,998
39.86,16,208,-960,982
39.88,0,192,-976,994
39.91,16,208,-960,982
39.93,0,208,-976,997
39.96,0,224,-976,1001
39.98,-16,208,-976,998
40.00,16,208,-960,982
40.03,-16,224,-976,1001
40.05,-16,208,-976,998
40.10,0,208,-960,982
40.12,0,208,-960,982
40.14,0,192,-960,979
40.17,0,208,-992,1013
40.19,0,192,-976,994
40.22,16,208,-976,998
40.24,0,224,-960,985
40.27,0,208,-976,997
40.29,16,224,-976,1001
40.32,0,224,-960,985
40.34,-16,224,-976,1001
40.36,16,208,-944,966
40.41,16,208,-960,982
40.43,16,192,-976,994
40.46,0,208,-976,997
40.48,0,208,-960,982
40.50,-16,224,-976,1001
40.53,0,208,-992,1013
40.55,0,208,-960,982
40.58,0,208,-976,997
40.60,0,208,-992,1013
40.62,-16,224,-992,1017
40.65,0,224,-976,1001
40.67,16,192,-976,994
40.72,-16,208,-960,982
40.74,0,224,-976,1001
40.76,0,208,-976,997
40.79,16,208,-976,998
40.81,0,192,-976,994
40.84,16,208,-976,998
40.86,0,224,-976,1001
40.88,0,208,-976,997
40.91,0,224,-976,1001
40.94,0,224,-976,1001
40.96,-16,208,-976,998
40.98,16,208,-976,998
41.03,16,208,-992,1013
41.05,0,192,-976,994
41.08,0,208,-992,1013
41.10,16,208,-976,998
41.12,0,208,-944,966
41.15,16,208,-960,982
41.17,0,192,-960,979
41.20,0,224,-976,1001
41.22,0,192,-976,994
41.24,0,192,-960,979
41.27,16,208,-976,998
41.42,0,208,-976,997
41.45,-16,208,-992,1013
41.47,-32,224,-976,1001
41.50,0,192,-960,979
41.52,0,192,-960,979
41.54,0,208,-960,982
41.57,0,192,-976,994
41.59,0,224,-976,1001
41.62,0,192,-976,994
41.64,0,192,-976,994
41.66,-16,224,-976,1001
41.69,16,208,-976,998
41.73,-16,224,-992,1017
41.76,16,224,-976,1001
41.78,-16,192,-976,994
41.80,-16,208,-976,998
41.83,32,208,-960,982
41.85,0,208,-976,997
41.88,16,192,-976,994
41.90,0,224,-960,985
41.92,0,224,-960,985
41.95,-16,208,-976,998
41.97,-16,192,-976,994
42.00,0,208,-976,997
42.04,0,208,-992,1013
42.06,0,208,-992,1013
42.09,16,208,-960,982
42.11,-16,224,-976,1001
42.14,16,192,-960,979
42.16,0,224,-992,1016
42.18,0,208,-992,1013
42.21,0,208,-976,997
42.23,16,224,-976,1001
42.26,0,192,-976,994
42.28,-16,208,-976,998
42.32,-16,224,-976,1001
42.35,0,224,-976,1001
42.38,16,208,-960,982
42.40,-16,208,-976,998
42.42,-16,192,-944,963
42.45,-16,224,-976,1001
42.47,16,192,-976,994
42.50,0,192,-976,994
42.52,0,224,-976,1001
42.54,0,208,-960,982
42.57,16,208,-976,998
42.59,-16,224,-960,985
42.64,32,224,-992,1017
42.66,-16,208,-960,982
42.68,-32,208,-960,982
42.71,0,208,-976,997
42.73,16,192,-976,994
42.76,16,208,-960,982
42.78,-32,208,-976,998
42.80,0,224,-976,1001
42.83,0,224,-976,1001
42.85,-32,176,-976,992
42.88,0,224,-976,1001
42.92,0,192,-976,994
42.94,0,224,-976,1001
42.97,0,224,-960,985
42.99,16,192,-976,994
43.02,0,224,-976,1001
43.04,-32,192,-992,1010
43.06,16,208,-992,1013
43.09,16,208,-992,1013
43.11,16,240,-976,1005
43.14,0,208,-992,1013
43.16,0,192,-944,963
43.18,0,208,-992,1013
43.23,16,224,-928,954
43.25,16,192,-976,994
43.28,-16,208,-976,998
43.30,-32,192,-992,1010
43.32,-16,240,-960,989
43.35,16,224,-976,1001
43.37,16,192,-976,994
43.40,-16,208,-960,982
43.42,16,176,-960,976
43.44,0,224,-944,970
43.47,0,224,-960,985
43.51,0,224,-976,1001
43.54,0,224,-976,1001
43.56,16,208,-976,998
43.58,0,192,-992,1010
43.61,16,192,-976,994
43.63,-16,208,-960,982
43.66,0,208,-976,997
43.68,0,224,-976,1001
43.71,0,208,-960,982
43.73,-16,208,-992,1013
43.76,0,192,-976,994
43.78,-16,208,-976,998
43.82,0,208,-960,982
43.85,16,192,-976,994
43.87,0,208,-960,982
43.90,0,192,-976,994
43.92,0,224,-960,985
43.94,0,192,-960,979
43.97,16,224,-976,1001
43.99,-16,208,-976,998
44.02,0,208,-976,997
44.04,0,208,-992,1013
44.06,32,192,-976,995
44.11,-32,240,-960,990
44.13,0,208,-976,997
44.16,16,176,-960,976
44.18,-16,224,-960,985
44.20,-16,208,-960,982
44.23,16,208,-960,982
44.25,16,208,-976,998
44.28,-16,224,-976,1001
44.30,-16,208,-976,998
44.33,0,224,-976,1001
44.35,0,208,-976,997
44.38,0,240,-992,1020
44.42,-16,208,-976,998
44.44,16,208,-960,982
44.47,-16,208,-976,998
44.49,0,208,-944,966
44.52,-16,208,-992,1013
44.54,-32,208,-1008,1029
44.56,16,208,-960,982
44.59,0,208,-976,997
44.61,0,208,-992,1013
44.64,-16,208,-992,1013
44.66,0,192,-992,1010
44.70,-16,192,-976,994
44.73,0,208,-992,1013
44.75,-32,224,-976,1001
44.78,16,224,-976,1001
44.80,-16,224,-976,1001
44.82,-16,208,-960,982
44.85,-16,208,-960,982
44.87,0,224,-960,985
44.90,0,208,-976,997
44.92,-16,192,-944,963
44.94,16,192,-976,994
44.98,0,208,-976,997
45.01,0,208,-992,1013
45.03,0,224,-976,1001
45.06,16,208,-992,1013
45.08,0,208,-992,1013
45.10,16,224,-976,1001
45.13,0,192,-960,979
45.15,0,224,-960,985
45.18,0,224,-960,985
45.20,-16,192,-992,1010
45.22,0,208,-992,1013
45.25,-16,208,-976,998
45.29,-16,192,-976,994
45.32,16,208,-960,982
45.34,16,192,-944,963
45.36,0,208,-960,982
45.39,0,208,-960,982
45.41,16,192,-960,979
45.44,0,192,-976,994
45.46,16,208,-976,998
45.48,0,208,-992,1013
45.51,0,224,-976,1001
45.53,0,192,-960,979
45.56,0,224,-944,970
45.60,-16,208,-976,998
45.63,16,192,-976,994
45.65,16,208,-992,1013
45.68,0,208,-976,997
45.70,0,208,-976,997
45.72,16,176,-960,976
45.75,16,208,-976,998
45.77,0,224,-976,1001
45.80,0,224,-976,1001
45.82,0,176,-976,991
45.84,0,208,-976,997
45.87,0,208,-976,997
45.91,0,208,-944,966
45.94,0,208,-960,982
45.96,-16,208,-992,1013
45.98,0,208,-976,997
46.01,16,192,-976,994
46.03,0,208,-976,997
46.06,0,224,-960,985
46.08,0,224,-976,1001
46.10,0,224,-976,1001
46.13,0,224,-960,985
46.15,0,224,-944,970
46.18,-16,224,-976,1001
46.32,0,224,-976,1001
46.35,-16,224,-960,985
46.37,16,208,-976,998
46.40,-16,208,-976,998
46.42,-16,208,-960,982
46.45,-16,192,-976,994
46.47,0,208,-992,1013
46.50,0,208,-976,997
46.52,0,192,-960,979
46.54,32,208,-992,1014
46.57,0,208,-976,997
46.61,0,208,-976,997
46.64,16,192,-976,994
46.66,-16,224,-976,1001
46.68,0,192,-960,979
46.71,0,224,-976,1001
46.73,-16,208,-960,982
46.76,0,208,-976,997
46.78,16,224,-976,1001
46.80,0,192,-976,994
46.83,0,208,-960,982
46.85,0,192,-976,994
46.88,16,224,-960,985
46.92,-16,208,-960,982
46.94,16,208,-976,998
46.97,0,192,-976,994
46.99,16,208,-976,998
47.02,0,192,-960,979
47.04,16,208,-960,982
47.06,16,224,-976,1001
47.09,-16,208,-992,1013
47.11,0,192,-976,994
47.14,0,224,-976,1001
47.16,0,192,-976,994
47.20,16,192,-960,979
47.23,32,208,-976,998
47.25,16,208,-976,998
47.28,16,192,-976,994
47.30,16,192,-976,994
47.32,0,208,-992,1013
47.35,0,224,-960,985
47.37,-16,208,-976,998
47.40,-16,192,-960,979
47.42,-16,208,-976,998
47.44,0,208,-976,997
47.47,0,224,-960,985
47.51,0,192,-976,994
47.54,0,208,-944,966
47.56,0,208,-960,982
47.58,0,192,-960,979
47.61,0,224,-976,1001
47.63,-16,192,-960,979
47.66,0,192,-992,1010
47.68,0,208,-960,982
47.71,0,192,-976,994
47.73,0,224,-976,1001
47.76,16,224,-960,985
47.78,0,192,-992,1010
47.82,0,192,-960,979
47.85,-16,208,-960,982
47.87,16,208,-976,998
47.90,0,208,-976,997
47.92,-16,224,-960,985
47.94,16,224,-960,985
47.97,0,224,-960,985
47.99,16,192,-960,979
48.02,16,192,-960,979
48.04,0,208,-976,997
48.06,-16,224,-944,970
48.09,0,208,-960,982
48.13,0,192,-976,994
48.16,0,208,-976,997
48.18,0,208,-960,982
48.20,0,208,-976,997
48.23,16,192,-976,994
48.25,0,208,-976,997
48.28,16,208,-960,982
48.30,0,224,-976,1001
48.32,-16,208,-976,998
48.35,-32,208,-976,998
48.37,0,208,-976,997
48.42,-16,208,-976,998
48.44,-16,224,-976,1001
48.46,0,208,-960,982
48.49,-16,208,-976,998
48.51,0,208,-976,997
48.54,16,208,-976,998
48.56,0,208,-976,997
48.58,16,192,-976,994
48.61,0,224,-960,985
48.63,16,192,-976,994
48.66,0,224,-976,1001
48.68,-16,224,-944,970
48.72,0,208,-976,997
48.75,16,208,-960,982
48.77,-16,208,-976,998
48.80,-16,192,-944,963
48.82,0,208,-976,997
48.84,0,192,-960,979
48.87,-16,208,-992,1013
48.89,-16,208,-992,1013
48.92,0,224,-960,985
48.94,0,224,-976,1001
48.96,0,224,-960,985
48.99,16,208,-976,998
49.03,0,224,-960,985
49.06,16,208,-976,998
49.08,0,240,-976,1005
49.11,16,208,-960,982
49.13,-16,224,-976,1001
49.16,0,224,-960,985
49.18,16,192,-976,994
49.20,16,192,-976,994
49.23,0,208,-976,997
49.25,-16,192,-976,994
49.28,0,208,-960,982
49.32,0,192,-960,979
49.34,0,208,-976,997
49.37,16,208,-976,998
49.39,16,192,-960,979
49.42,0,224,-976,1001
49.44,0,208,-960,982
49.46,16,208,-960,982
49.49,16,224,-976,1001
49.51,0,208,-944,966
49.54,-16,208,-976,998
49.56,16,224,-976,1001
49.58,0,208,-976,997
49.63,0,208,-960,982
49.65,0,192,-976,994
49.68,0,192,-976,994
49.70,0,208,-976,997
49.73,0,192,-976,994
49.75,0,192,-992,1010
49.78,0,208,-960,982
49.80,-16,192,-976,994
49.82,0,224,-976,1001
49.85,-16,208,-960,982
49.87,-16,208,-992,1013
49.90,0,208,-976,997
49.94,16,224,-976,1001
49.96,0,224,-976,1001
